,seed_repo_owner,seed_repo_name,package_name,package_repo_owner,package_repo_name,package_source
15934,scaffold-eth,scaffold-eth-2,@babel/helper-validator-identifier,babel,babel,NPM
15935,scaffold-eth,scaffold-eth-2,@babel/types,babel,babel,NPM
15936,scaffold-eth,scaffold-eth-2,supports-color,chalk,supports-color,NPM
15937,scaffold-eth,scaffold-eth-2,strip-ansi,chalk,strip-ansi,NPM
15938,scaffold-eth,scaffold-eth-2,exponential-backoff,coveo,exponential-backoff,NPM
15939,scaffold-eth,scaffold-eth-2,eciesjs,ecies,js,NPM
15940,scaffold-eth,scaffold-eth-2,esbuild-linux-riscv64,evanw,esbuild,NPM
15941,scaffold-eth,scaffold-eth-2,esbuild-darwin-64,evanw,esbuild,NPM
15942,scaffold-eth,scaffold-eth-2,esbuild-openbsd-64,evanw,esbuild,NPM
15943,scaffold-eth,scaffold-eth-2,esbuild-linux-arm64,evanw,esbuild,NPM
15944,scaffold-eth,scaffold-eth-2,esbuild-linux-ppc64le,evanw,esbuild,NPM
15945,scaffold-eth,scaffold-eth-2,esbuild-linux-arm,evanw,esbuild,NPM
15946,scaffold-eth,scaffold-eth-2,graphemer,flmnt,graphemer,NPM
15947,scaffold-eth,scaffold-eth-2,astral-regex,kevva,astral-regex,NPM
15948,scaffold-eth,scaffold-eth-2,foreground-child,tapjs,foreground-child,NPM
15949,scaffold-eth,scaffold-eth-2,yargs-parser,yargs,yargs-parser,NPM
15950,scaffold-eth,scaffold-eth-2,tsutils,ajafff,tsutils,NPM
15951,scaffold-eth,scaffold-eth-2,sprintf-js,alexei,sprintf.js,NPM
15952,scaffold-eth,scaffold-eth-2,loupe,chaijs,loupe,NPM
15953,scaffold-eth,scaffold-eth-2,deep-eql,chaijs,deep-eql,NPM
15954,scaffold-eth,scaffold-eth-2,chai-as-promised,chaijs,chai-as-promised,NPM
15955,scaffold-eth,scaffold-eth-2,tweetnacl-util,dchest,tweetnacl-util-js,NPM
15956,scaffold-eth,scaffold-eth-2,@eslint/eslintrc,eslint,eslintrc,NPM
15957,scaffold-eth,scaffold-eth-2,doctrine,eslint,doctrine,NPM
15958,scaffold-eth,scaffold-eth-2,buffer,feross,buffer,NPM
15959,scaffold-eth,scaffold-eth-2,io-ts,gcanti,io-ts,NPM
15960,scaffold-eth,scaffold-eth-2,jackspeak,isaacs,jackspeak,NPM
15961,scaffold-eth,scaffold-eth-2,fs.realpath,isaacs,fs.realpath,NPM
15962,scaffold-eth,scaffold-eth-2,yallist,isaacs,yallist,NPM
15963,scaffold-eth,scaffold-eth-2,mime-db,jshttp,mime-db,NPM
15964,scaffold-eth,scaffold-eth-2,natural-compare-lite,litejs,natural-compare-lite,NPM
15965,scaffold-eth,scaffold-eth-2,natural-compare,litejs,natural-compare-lite,NPM
15966,scaffold-eth,scaffold-eth-2,set-function-name,ljharb,set-function-name,NPM
15967,scaffold-eth,scaffold-eth-2,object-keys,ljharb,object-keys,NPM
15968,scaffold-eth,scaffold-eth-2,lodash.debounce,lodash,lodash,NPM
15969,scaffold-eth,scaffold-eth-2,@mapbox/node-pre-gyp,mapbox,node-pre-gyp,NPM
15970,scaffold-eth,scaffold-eth-2,fast-glob,mrmlnc,fast-glob,NPM
15971,scaffold-eth,scaffold-eth-2,real-require,pinojs,real-require,NPM
15972,scaffold-eth,scaffold-eth-2,sonic-boom,pinojs,sonic-boom,NPM
15973,scaffold-eth,scaffold-eth-2,xtend,raynos,xtend,NPM
15974,scaffold-eth,scaffold-eth-2,@vercel/error-utils,vercel,vercel,NPM
15975,scaffold-eth,scaffold-eth-2,@vercel/static-build,vercel,vercel,NPM
15976,scaffold-eth,scaffold-eth-2,styled-jsx,vercel,styled-jsx,NPM
15977,scaffold-eth,scaffold-eth-2,@vercel/gatsby-plugin-vercel-builder,vercel,vercel,NPM
15978,scaffold-eth,scaffold-eth-2,proxy-compare,dai-shi,proxy-compare,NPM
15979,scaffold-eth,scaffold-eth-2,tsconfig-paths,dividab,tsconfig-paths,NPM
15980,scaffold-eth,scaffold-eth-2,amdefine,jrburke,amdefine,NPM
15981,scaffold-eth,scaffold-eth-2,decimal.js-light,mikemcl,decimal.js-light,NPM
15982,scaffold-eth,scaffold-eth-2,ansi-align,nexdrew,ansi-align,NPM
15983,scaffold-eth,scaffold-eth-2,postcss-import,postcss,postcss-import,NPM
15984,scaffold-eth,scaffold-eth-2,retry,tim-kos,node-retry,NPM
15985,scaffold-eth,scaffold-eth-2,invariant,zertosh,invariant,NPM
15986,scaffold-eth,scaffold-eth-2,hardhat-gas-reporter,cgewecke,hardhat-gas-reporter,NPM
15987,scaffold-eth,scaffold-eth-2,react-dom,facebook,react,NPM
15988,scaffold-eth,scaffold-eth-2,@metamask/object-multiplex,metamask,object-multiplex,NPM
15989,scaffold-eth,scaffold-eth-2,@metamask/onboarding,metamask,metamask-onboarding,NPM
15990,scaffold-eth,scaffold-eth-2,@metamask/eth-sig-util,metamask,eth-sig-util,NPM
15991,scaffold-eth,scaffold-eth-2,path-to-regexp,pillarjs,path-to-regexp,NPM
15992,scaffold-eth,scaffold-eth-2,engine.io-parser,socketio,socket.io,NPM
15993,scaffold-eth,scaffold-eth-2,wordwrap,substack,node-wordwrap,NPM
15994,scaffold-eth,scaffold-eth-2,react-hot-toast,timolins,react-hot-toast,NPM
15995,scaffold-eth,scaffold-eth-2,@tsconfig/node16,tsconfig,bases,NPM
15996,scaffold-eth,scaffold-eth-2,adm-zip,cthackers,adm-zip,NPM
15997,scaffold-eth,scaffold-eth-2,@ethersproject/abstract-signer,ethers-io,ethers.js,NPM
15998,scaffold-eth,scaffold-eth-2,ethers,ethers-io,ethers.js,NPM
15999,scaffold-eth,scaffold-eth-2,@ethersproject/hdnode,ethers-io,ethers.js,NPM
16000,scaffold-eth,scaffold-eth-2,@ethersproject/bignumber,ethers-io,ethers.js,NPM
16001,scaffold-eth,scaffold-eth-2,@ethersproject/wordlists,ethers-io,ethers.js,NPM
16002,scaffold-eth,scaffold-eth-2,@sentry/node,getsentry,sentry-javascript,NPM
16003,scaffold-eth,scaffold-eth-2,end-of-stream,mafintosh,end-of-stream,NPM
16004,scaffold-eth,scaffold-eth-2,tslib,microsoft,tslib,NPM
16005,scaffold-eth,scaffold-eth-2,micro-ftch,paulmillr,micro-ftch,NPM
16006,scaffold-eth,scaffold-eth-2,readdirp,paulmillr,readdirp,NPM
16007,scaffold-eth,scaffold-eth-2,@inquirer/type,sboudrias,inquirer.js,NPM
16008,scaffold-eth,scaffold-eth-2,@stablelib/constant-time,stablelib,stablelib,NPM
16009,scaffold-eth,scaffold-eth-2,damerau-levenshtein,tad-lispy,node-damerau-levenshtein,NPM
16010,scaffold-eth,scaffold-eth-2,deepmerge,tehshrike,deepmerge,NPM
16011,scaffold-eth,scaffold-eth-2,eslint-plugin-react,yannickcr,eslint-plugin-react,NPM
16012,scaffold-eth,scaffold-eth-2,path-browserify,browserify,path-browserify,NPM
16013,scaffold-eth,scaffold-eth-2,rlp,ethereumjs,ethereumjs-monorepo,NPM
16014,scaffold-eth,scaffold-eth-2,sc-istanbul,gotwarlost,istanbul,NPM
16015,scaffold-eth,scaffold-eth-2,is-typed-array,inspect-js,is-typed-array,NPM
16016,scaffold-eth,scaffold-eth-2,supports-preserve-symlinks-flag,inspect-js,node-supports-preserve-symlinks-flag,NPM
16017,scaffold-eth,scaffold-eth-2,is-boolean-object,inspect-js,is-boolean-object,NPM
16018,scaffold-eth,scaffold-eth-2,is-core-module,inspect-js,is-core-module,NPM
16019,scaffold-eth,scaffold-eth-2,which-collection,inspect-js,which-collection,NPM
16020,scaffold-eth,scaffold-eth-2,available-typed-arrays,inspect-js,available-typed-arrays,NPM
16021,scaffold-eth,scaffold-eth-2,is-array-buffer,inspect-js,is-array-buffer,NPM
16022,scaffold-eth,scaffold-eth-2,bufferutil,websockets,bufferutil,NPM
16023,scaffold-eth,scaffold-eth-2,@typechain/ethers-v5,ethereum-ts,typechain,NPM
16024,scaffold-eth,scaffold-eth-2,bs58,cryptocoinjs,bs58,NPM
16025,scaffold-eth,scaffold-eth-2,path-is-absolute,sindresorhus,path-is-absolute,NPM
16026,scaffold-eth,scaffold-eth-2,make-dir,sindresorhus,make-dir,NPM
16027,scaffold-eth,scaffold-eth-2,find-up,sindresorhus,find-up,NPM
16028,scaffold-eth,scaffold-eth-2,is-docker,sindresorhus,is-docker,NPM
16029,scaffold-eth,scaffold-eth-2,restore-cursor,sindresorhus,restore-cursor,NPM
16030,scaffold-eth,scaffold-eth-2,is-binary-path,sindresorhus,is-binary-path,NPM
16031,scaffold-eth,scaffold-eth-2,cli-truncate,sindresorhus,cli-truncate,NPM
16032,scaffold-eth,scaffold-eth-2,widest-line,sindresorhus,widest-line,NPM
16033,scaffold-eth,scaffold-eth-2,yocto-queue,sindresorhus,yocto-queue,NPM
16034,scaffold-eth,scaffold-eth-2,aggregate-error,sindresorhus,aggregate-error,NPM
16035,scaffold-eth,scaffold-eth-2,resolve-from,sindresorhus,resolve-from,NPM
16036,scaffold-eth,scaffold-eth-2,get-caller-file,stefanpenner,get-caller-file,NPM
16037,scaffold-eth,scaffold-eth-2,@humanwhocodes/config-array,humanwhocodes,config-array,NPM
16038,scaffold-eth,scaffold-eth-2,@walletconnect/keyvaluestorage,walletconnect,walletconnect-utils,NPM
16039,scaffold-eth,scaffold-eth-2,@walletconnect/modal,walletconnect,modal,NPM
16040,scaffold-eth,scaffold-eth-2,@walletconnect/logger,walletconnect,walletconnect-utils,NPM
16041,scaffold-eth,scaffold-eth-2,@walletconnect/heartbeat,walletconnect,walletconnect-utils,NPM
16042,scaffold-eth,scaffold-eth-2,@parcel/watcher-linux-x64-glibc,parcel-bundler,watcher,NPM
16043,scaffold-eth,scaffold-eth-2,@types/prop-types,definitelytyped,definitelytyped,NPM
16044,scaffold-eth,scaffold-eth-2,ts-api-utils,joshuakgoldberg,ts-api-utils,NPM
16045,scaffold-eth,scaffold-eth-2,@nomicfoundation/edr-linux-arm64-gnu,nomicfoundation,edr,NPM
16046,scaffold-eth,scaffold-eth-2,cipher-base,crypto-browserify,cipher-base,NPM
16047,scaffold-eth,scaffold-eth-2,md5.js,crypto-browserify,md5.js,NPM
16048,scaffold-eth,scaffold-eth-2,ripemd160,crypto-browserify,ripemd160,NPM
16049,scaffold-eth,scaffold-eth-2,@typescript-eslint/visitor-keys,typescript-eslint,typescript-eslint,NPM
16050,scaffold-eth,scaffold-eth-2,which,npm,node-which,NPM
16051,scaffold-eth,scaffold-eth-2,fs-minipass,npm,fs-minipass,NPM
16052,scaffold-eth,scaffold-eth-2,make-fetch-happen,npm,make-fetch-happen,NPM
16053,scaffold-eth,scaffold-eth-2,difflib,qiao,difflib.js,NPM
16054,scaffold-eth,scaffold-eth-2,os-paths,rivy,js.os-paths,NPM
16055,scaffold-eth,scaffold-eth-2,pathe,unjs,pathe,NPM
16056,scaffold-eth,scaffold-eth-2,ufo,unjs,ufo,NPM
16057,scaffold-eth,scaffold-eth-2,unstorage,unjs,unstorage,NPM
16058,scaffold-eth,scaffold-eth-2,ofetch,unjs,ofetch,NPM
16059,scaffold-eth,scaffold-eth-2,webauthn-p256,wevm,webauthn-p256,NPM
16060,scaffold-eth,scaffold-eth-2,acorn-import-attributes,xtuc,acorn-import-attributes,NPM
16061,scaffold-eth,scaffold-eth-2,@babel/helper-environment-visitor,babel,babel,NPM
16062,scaffold-eth,scaffold-eth-2,esbuild-windows-64,evanw,esbuild,NPM
16063,scaffold-eth,scaffold-eth-2,esbuild-netbsd-64,evanw,esbuild,NPM
16064,scaffold-eth,scaffold-eth-2,table,gajus,table,NPM
16065,scaffold-eth,scaffold-eth-2,tr46,jsdom,tr46,NPM
16066,scaffold-eth,scaffold-eth-2,shebang-command,kevva,shebang-command,NPM
16067,scaffold-eth,scaffold-eth-2,pngjs,pngjs,pngjs,NPM
16068,scaffold-eth,scaffold-eth-2,tmp,raszi,node-tmp,NPM
16069,scaffold-eth,scaffold-eth-2,serialize-javascript,yahoo,serialize-javascript,NPM
16070,scaffold-eth,scaffold-eth-2,mime,broofa,mime,NPM
16071,scaffold-eth,scaffold-eth-2,type-detect,chaijs,type-detect,NPM
16072,scaffold-eth,scaffold-eth-2,tweetnacl,dchest,tweetnacl-js,NPM
16073,scaffold-eth,scaffold-eth-2,js-sha3,emn178,js-sha3,NPM
16074,scaffold-eth,scaffold-eth-2,flat,hughsk,flat,NPM
16075,scaffold-eth,scaffold-eth-2,once,isaacs,once,NPM
16076,scaffold-eth,scaffold-eth-2,tar,isaacs,node-tar,NPM
16077,scaffold-eth,scaffold-eth-2,graceful-fs,isaacs,node-graceful-fs,NPM
16078,scaffold-eth,scaffold-eth-2,fast-diff,jhchen,fast-diff,NPM
16079,scaffold-eth,scaffold-eth-2,get-intrinsic,ljharb,get-intrinsic,NPM
16080,scaffold-eth,scaffold-eth-2,concat-map,ljharb,concat-map,NPM
16081,scaffold-eth,scaffold-eth-2,lodash.clonedeep,lodash,lodash,NPM
16082,scaffold-eth,scaffold-eth-2,lodash.camelcase,lodash,lodash,NPM
16083,scaffold-eth,scaffold-eth-2,xmlhttprequest-ssl,mjwwit,node-xmlhttprequest,NPM
16084,scaffold-eth,scaffold-eth-2,streamsearch,mscdex,streamsearch,NPM
16085,scaffold-eth,scaffold-eth-2,busboy,mscdex,busboy,NPM
16086,scaffold-eth,scaffold-eth-2,argparse,nodeca,argparse,NPM
16087,scaffold-eth,scaffold-eth-2,readable-stream,nodejs,readable-stream,NPM
16088,scaffold-eth,scaffold-eth-2,zustand,pmndrs,zustand,NPM
16089,scaffold-eth,scaffold-eth-2,scrypt-js,ricmoo,scrypt-js,NPM
16090,scaffold-eth,scaffold-eth-2,eslint-config-next,vercel,next.js,NPM
16091,scaffold-eth,scaffold-eth-2,ms,vercel,ms,NPM
16092,scaffold-eth,scaffold-eth-2,is-lambda,watson,is-lambda,NPM
16093,scaffold-eth,scaffold-eth-2,process-warning,fastify,process-warning,NPM
16094,scaffold-eth,scaffold-eth-2,memorystream,jsbizon,node-memorystream,NPM
16095,scaffold-eth,scaffold-eth-2,webextension-polyfill,mozilla,webextension-polyfill,NPM
16096,scaffold-eth,scaffold-eth-2,postcss-js,postcss,postcss-js,NPM
16097,scaffold-eth,scaffold-eth-2,tapable,webpack,tapable,NPM
16098,scaffold-eth,scaffold-eth-2,axobject-query,a11yance,axobject-query,NPM
16099,scaffold-eth,scaffold-eth-2,arraybuffer.prototype.slice,es-shims,arraybuffer.prototype.slice,NPM
16100,scaffold-eth,scaffold-eth-2,array.prototype.tosorted,es-shims,array.prototype.tosorted,NPM
16101,scaffold-eth,scaffold-eth-2,object.hasown,es-shims,object.hasown,NPM
16102,scaffold-eth,scaffold-eth-2,prop-types,facebook,prop-types,NPM
16103,scaffold-eth,scaffold-eth-2,@metamask/sdk,metamask,metamask-sdk,NPM
16104,scaffold-eth,scaffold-eth-2,json-rpc-engine,metamask,json-rpc-engine,NPM
16105,scaffold-eth,scaffold-eth-2,@metamask/sdk-install-modal-web,metamask,metamask-sdk,NPM
16106,scaffold-eth,scaffold-eth-2,prettier-linter-helpers,prettier,prettier-linter-helpers,NPM
16107,scaffold-eth,scaffold-eth-2,process,shtylman,node-process,NPM
16108,scaffold-eth,scaffold-eth-2,read-cache,trysound,read-cache,NPM
16109,scaffold-eth,scaffold-eth-2,@tsconfig/node12,tsconfig,bases,NPM
16110,scaffold-eth,scaffold-eth-2,javascript-natural-sort,bill4time,javascript-natural-sort,NPM
16111,scaffold-eth,scaffold-eth-2,dlv,developit,dlv,NPM
16112,scaffold-eth,scaffold-eth-2,preact,developit,preact,NPM
16113,scaffold-eth,scaffold-eth-2,@ethersproject/wallet,ethers-io,ethers.js,NPM
16114,scaffold-eth,scaffold-eth-2,@ethersproject/networks,ethers-io,ethers.js,NPM
16115,scaffold-eth,scaffold-eth-2,@ethersproject/json-wallets,ethers-io,ethers.js,NPM
16116,scaffold-eth,scaffold-eth-2,@ethersproject/address,ethers-io,ethers.js,NPM
16117,scaffold-eth,scaffold-eth-2,@ethersproject/strings,ethers-io,ethers.js,NPM
16118,scaffold-eth,scaffold-eth-2,@sentry/core,getsentry,sentry-javascript,NPM
16119,scaffold-eth,scaffold-eth-2,@sentry/minimal,getsentry,sentry-javascript,NPM
16120,scaffold-eth,scaffold-eth-2,@sentry/tracing,getsentry,sentry-javascript,NPM
16121,scaffold-eth,scaffold-eth-2,eslint-import-resolver-node,import-js,eslint-plugin-import,NPM
16122,scaffold-eth,scaffold-eth-2,@rushstack/eslint-patch,microsoft,rushstack,NPM
16123,scaffold-eth,scaffold-eth-2,redis-parser,noderedis,node-redis-parser,NPM
16124,scaffold-eth,scaffold-eth-2,mz,normalize,mz,NPM
16125,scaffold-eth,scaffold-eth-2,which-builtin-type,inspect-js,which-builtin-type,NPM
16126,scaffold-eth,scaffold-eth-2,typed-array-byte-length,inspect-js,typed-array-byte-length,NPM
16127,scaffold-eth,scaffold-eth-2,typed-array-byte-offset,inspect-js,typed-array-byte-offset,NPM
16128,scaffold-eth,scaffold-eth-2,is-number-object,inspect-js,is-number-object,NPM
16129,scaffold-eth,scaffold-eth-2,@jridgewell/sourcemap-codec,jridgewell,sourcemap-codec,NPM
16130,scaffold-eth,scaffold-eth-2,@jridgewell/gen-mapping,jridgewell,gen-mapping,NPM
16131,scaffold-eth,scaffold-eth-2,to-regex-range,micromatch,to-regex-range,NPM
16132,scaffold-eth,scaffold-eth-2,node-fetch,node-fetch,node-fetch,NPM
16133,scaffold-eth,scaffold-eth-2,@rainbow-me/rainbowkit,rainbow-me,rainbowkit,NPM
16134,scaffold-eth,scaffold-eth-2,ws,websockets,ws,NPM
16135,scaffold-eth,scaffold-eth-2,zksync-ethers,zksync-sdk,zksync-ethers,NPM
16136,scaffold-eth,scaffold-eth-2,tiny-warning,alexreardon,tiny-warning,NPM
16137,scaffold-eth,scaffold-eth-2,generic-pool,coopernurse,node-pool,NPM
16138,scaffold-eth,scaffold-eth-2,json-buffer,dominictarr,json-buffer,NPM
16139,scaffold-eth,scaffold-eth-2,@tootallnate/once,tootallnate,once,NPM
16140,scaffold-eth,scaffold-eth-2,file-uri-to-path,tootallnate,file-uri-to-path,NPM
16141,scaffold-eth,scaffold-eth-2,http-proxy-agent,tootallnate,proxy-agents,NPM
16142,scaffold-eth,scaffold-eth-2,events-intercept,brandonhorst,events-intercept,NPM
16143,scaffold-eth,scaffold-eth-2,is-path-inside,sindresorhus,is-path-inside,NPM
16144,scaffold-eth,scaffold-eth-2,clean-stack,sindresorhus,clean-stack,NPM
16145,scaffold-eth,scaffold-eth-2,imul,sindresorhus,imul,NPM
16146,scaffold-eth,scaffold-eth-2,p-map,sindresorhus,p-map,NPM
16147,scaffold-eth,scaffold-eth-2,is-plain-obj,sindresorhus,is-plain-obj,NPM
16148,scaffold-eth,scaffold-eth-2,query-string,sindresorhus,query-string,NPM
16149,scaffold-eth,scaffold-eth-2,path-type,sindresorhus,path-type,NPM
16150,scaffold-eth,scaffold-eth-2,boxen,sindresorhus,boxen,NPM
16151,scaffold-eth,scaffold-eth-2,parent-module,sindresorhus,parent-module,NPM
16152,scaffold-eth,scaffold-eth-2,kind-of,jonschlinkert,kind-of,NPM
16153,scaffold-eth,scaffold-eth-2,ethereum-bloom-filters,joshstevens19,ethereum-bloom-filters,NPM
16154,scaffold-eth,scaffold-eth-2,@walletconnect/utils,walletconnect,walletconnect-monorepo,NPM
16155,scaffold-eth,scaffold-eth-2,@walletconnect/relay-api,walletconnect,walletconnect-utils,NPM
16156,scaffold-eth,scaffold-eth-2,superstruct,ianstormtaylor,superstruct,NPM
16157,scaffold-eth,scaffold-eth-2,@parcel/watcher-freebsd-x64,parcel-bundler,watcher,NPM
16158,scaffold-eth,scaffold-eth-2,@parcel/watcher-linux-arm64-musl,parcel-bundler,watcher,NPM
16159,scaffold-eth,scaffold-eth-2,@types/estree,definitelytyped,definitelytyped,NPM
16160,scaffold-eth,scaffold-eth-2,@types/prettier,definitelytyped,definitelytyped,NPM
16161,scaffold-eth,scaffold-eth-2,@types/pbkdf2,definitelytyped,definitelytyped,NPM
16162,scaffold-eth,scaffold-eth-2,@solidity-parser/parser,solidity-parser,parser,NPM
16163,scaffold-eth,scaffold-eth-2,pbkdf2,crypto-browserify,pbkdf2,NPM
16164,scaffold-eth,scaffold-eth-2,@vanilla-extract/css,vanilla-extract-css,vanilla-extract,NPM
16165,scaffold-eth,scaffold-eth-2,type-check,gkz,type-check,NPM
16166,scaffold-eth,scaffold-eth-2,levn,gkz,levn,NPM
16167,scaffold-eth,scaffold-eth-2,lit,lit,lit,NPM
16168,scaffold-eth,scaffold-eth-2,lit-element,lit,lit,NPM
16169,scaffold-eth,scaffold-eth-2,wrappy,npm,wrappy,NPM
